distribution,sample_size,arg1,arg2,ID
normal,100000,7.717479233,48.39339059,6029
uniform,1000,0,19.88473395,6030
weibull,10000,0.487178156,,6031
uniform,10000,0,40.64784276,6032
uniform,1000,0,35.58368312,6033
weibull,100000,0.54350988,,6034
normal,100000,75.43257468,2.961092624,6035
uniform,10000,0,45.3391552,6036
normal,100000,57.7509058,12.26286186,6037
binomial,10000,593,0.489385378,6038
poisson,1000,67,,6039
uniform,10000,0,48.22337326,6040
normal,1000,50.20918658,0.576251737,6041
poisson,100000,28,,6042
poisson,10000,51,,6043
poisson,1000,21,,6044
normal,1000,19.33407008,28.74845892,6045
poisson,10000,94,,6046
poisson,1000,35,,6047
poisson,100000,7,,6048
normal,100000,73.99103898,16.13452164,6049
weibull,100000,0.553769526,,6050
weibull,10000,0.770861834,,6051
uniform,10000,0,43.08753227,6052
poisson,1000,18,,6053
normal,10000,52.6782853,17.75480199,6054
normal,1000,48.22736728,24.4695439,6055
normal,100000,96.45206252,10.68797114,6056
uniform,10000,0,40.13851148,6057
uniform,10000,0,8.305525115,6058
uniform,1000,0,22.12648885,6059
binomial,100000,5,0.427615128,6060
binomial,10000,541,0.650316899,6061
weibull,10000,0.910788425,,6062
weibull,10000,0.387643012,,6063
binomial,100000,848,0.532691365,6064
normal,100000,36.25879302,37.15499528,6065
normal,100000,90.95765111,21.8482927,6066
binomial,10000,156,0.084176412,6067
weibull,1000,0.85343979,,6068
weibull,100000,0.701901069,,6069
poisson,10000,45,,6070
weibull,1000,0.28506623,,6071
weibull,10000,0.763902537,,6072
uniform,10000,0,45.37870486,6073
weibull,1000,0.657486453,,6074
poisson,100000,20,,6075
uniform,10000,0,49.55448384,6076
poisson,10000,33,,6077
binomial,1000,849,0.337912705,6078
binomial,1000,880,0.025736531,6079
poisson,10000,1,,6080
weibull,100000,0.075685791,,6081
poisson,10000,21,,6082
uniform,1000,0,18.79429744,6083
poisson,100000,56,,6084
binomial,10000,461,0.126258282,6085
normal,100000,8.924079551,2.867638734,6086
uniform,1000,0,16.12802965,6087
binomial,100000,151,0.157969317,6088
weibull,1000,0.973432288,,6089
binomial,1000,241,0.029080999,6090
poisson,10000,22,,6091
uniform,1000,0,29.97013082,6092
poisson,1000,38,,6093
binomial,10000,263,0.822272777,6094
uniform,10000,0,15.69755487,6095
poisson,10000,72,,6096
uniform,10000,0,8.496502828,6097
poisson,100000,73,,6098
normal,10000,51.43263528,22.46595089,6099
binomial,10000,302,0.482390486,6100
binomial,10000,73,0.318275761,6101
binomial,10000,832,0.560212218,6102
uniform,10000,0,13.81206007,6103
weibull,1000,0.903567639,,6104
uniform,100000,0,4.109931941,6105
uniform,1000,0,18.03363134,6106
poisson,1000,19,,6107
uniform,10000,0,43.65235269,6108
uniform,100000,0,31.10197842,6109
weibull,1000,0.745024699,,6110
normal,1000,54.74875916,45.52946663,6111
poisson,100000,59,,6112
binomial,10000,478,0.132870921,6113
poisson,100000,69,,6114
poisson,1000,85,,6115
poisson,10000,29,,6116
binomial,1000,400,0.612888502,6117
binomial,10000,296,0.642272937,6118
normal,10000,89.3087279,47.07389152,6119
binomial,1000,851,0.470141861,6120
uniform,1000,0,2.840626505,6121
weibull,10000,0.266869857,,6122
binomial,10000,382,0.381407286,6123
poisson,1000,34,,6124
weibull,1000,0.919579772,,6125
poisson,1000,26,,6126
weibull,10000,0.937335884,,6127
weibull,1000,0.0678287,,6128
poisson,100000,77,,6129
uniform,1000,0,32.76560629,6130
normal,100000,9.616207755,1.517482489,6131
normal,1000,35.99620224,25.12585785,6132
weibull,10000,0.117275453,,6133
weibull,10000,0.184173683,,6134
uniform,1000,0,11.26377806,6135
uniform,10000,0,16.26852142,6136
uniform,100000,0,35.08764986,6137
weibull,100000,0.354570844,,6138
normal,10000,83.47734058,23.25186754,6139
poisson,100000,68,,6140
normal,1000,80.65206279,3.010609401,6141
poisson,100000,59,,6142
weibull,1000,0.954866619,,6143
poisson,10000,76,,6144
weibull,1000,0.605276462,,6145
uniform,1000,0,13.83563142,6146
normal,10000,8.568540151,17.12422447,6147
weibull,100000,0.656351964,,6148
weibull,1000,0.051405737,,6149
poisson,100000,95,,6150
binomial,100000,906,0.587665834,6151
poisson,10000,55,,6152
normal,1000,23.32551128,24.43478025,6153
binomial,10000,547,0.072980204,6154
uniform,1000,0,33.84468934,6155
weibull,100000,0.321033471,,6156
uniform,1000,0,44.30784698,6157
uniform,100000,0,44.409035,6158
poisson,100000,16,,6159
poisson,1000,2,,6160
weibull,100000,0.468270898,,6161
uniform,10000,0,11.10740207,6162
binomial,10000,739,0.046748751,6163
normal,10000,74.01650752,20.04883852,6164
normal,100000,98.94213896,1.652291467,6165
weibull,1000,0.310794006,,6166
binomial,100000,395,0.394022546,6167
poisson,100000,16,,6168
weibull,100000,0.062874113,,6169
uniform,1000,0,31.04687417,6170
binomial,1000,530,0.305064415,6171
normal,1000,69.3357478,41.58873205,6172
binomial,10000,363,0.224973407,6173
normal,10000,99.3320633,32.73176048,6174
weibull,100000,0.867398761,,6175
weibull,10000,0.502279609,,6176
uniform,1000,0,47.04851097,6177
uniform,1000,0,7.10852548,6178
binomial,10000,379,0.331064759,6179
normal,10000,3.908371034,17.24327745,6180
uniform,10000,0,45.04293256,6181
weibull,100000,0.091487625,,6182
binomial,1000,588,0.733191825,6183
normal,10000,32.76733504,17.97595023,6184
normal,10000,64.71741218,48.7607287,6185
normal,1000,58.26603297,49.50008035,6186
uniform,100000,0,4.420071233,6187
uniform,100000,0,25.33309424,6188
normal,100000,5.489038843,29.32787778,6189
uniform,1000,0,43.7728909,6190
normal,100000,75.44848134,24.90117626,6191
binomial,100000,854,0.94859982,6192
weibull,1000,0.080330036,,6193
weibull,1000,0.588178246,,6194
poisson,100000,56,,6195
binomial,10000,351,0.558762201,6196
uniform,10000,0,1.623254753,6197
weibull,10000,0.843637297,,6198
uniform,100000,0,30.50446571,6199
binomial,1000,613,0.459519223,6200
uniform,10000,0,34.44023285,6201
poisson,10000,49,,6202
poisson,10000,2,,6203
normal,100000,25.636019,42.20542475,6204
uniform,1000,0,43.30874118,6205
poisson,10000,53,,6206
weibull,1000,0.673851832,,6207
binomial,1000,250,0.660863701,6208
poisson,10000,13,,6209
normal,1000,43.39511571,15.20720501,6210
binomial,10000,425,0.915070532,6211
uniform,100000,0,39.89910821,6212
weibull,100000,0.156251479,,6213
uniform,1000,0,20.44263678,6214
poisson,1000,32,,6215
binomial,1000,581,0.877759837,6216
uniform,1000,0,24.41859647,6217
uniform,100000,0,15.02290671,6218
binomial,10000,827,0.290208835,6219
normal,10000,39.23253914,28.51122321,6220
poisson,10000,11,,6221
poisson,10000,92,,6222
weibull,1000,0.666578057,,6223
binomial,10000,264,0.011531538,6224
uniform,10000,0,47.08732951,6225
weibull,100000,0.909711148,,6226
uniform,10000,0,44.52907537,6227
uniform,1000,0,32.06161032,6228
uniform,1000,0,44.71549921,6229
binomial,1000,728,0.089433705,6230
uniform,10000,0,20.16824736,6231
weibull,1000,0.903260296,,6232
weibull,1000,0.120939638,,6233
uniform,100000,0,38.61443099,6234
binomial,1000,398,0.02107051,6235
binomial,100000,226,0.698219083,6236
weibull,100000,0.347577935,,6237
normal,10000,28.9965316,49.82122571,6238
binomial,1000,752,0.240730639,6239
uniform,10000,0,29.39374396,6240
weibull,1000,0.060982675,,6241
binomial,100000,557,0.194513987,6242
poisson,1000,17,,6243
normal,10000,32.36337109,32.33962265,6244
binomial,1000,75,0.271397201,6245
uniform,10000,0,26.36549376,6246
normal,10000,68.73424001,35.65385696,6247
normal,100000,99.75884101,40.26025139,6248
weibull,10000,0.499772232,,6249
poisson,100000,33,,6250
weibull,100000,0.974586643,,6251
uniform,1000,0,14.27962674,6252
uniform,10000,0,23.58703609,6253
poisson,100000,68,,6254
uniform,10000,0,2.252858983,6255
poisson,1000,47,,6256
poisson,10000,75,,6257
poisson,10000,89,,6258
binomial,100000,386,0.360130043,6259
binomial,100000,649,0.578208446,6260
poisson,10000,78,,6261
weibull,10000,0.720225199,,6262
poisson,1000,8,,6263
uniform,10000,0,2.12841107,6264
poisson,1000,66,,6265
binomial,10000,976,0.352365626,6266
weibull,1000,0.878409791,,6267
normal,100000,13.39153103,20.67113403,6268
binomial,100000,179,0.450806962,6269
uniform,100000,0,19.96605062,6270
uniform,100000,0,32.84342311,6271
uniform,100000,0,21.25261941,6272
poisson,10000,66,,6273
poisson,10000,64,,6274
uniform,100000,0,47.20819806,6275
poisson,1000,81,,6276
weibull,100000,0.489222034,,6277
uniform,10000,0,11.59891437,6278
poisson,1000,16,,6279
uniform,100000,0,9.49582533,6280
weibull,100000,0.552553222,,6281
normal,10000,1.489230007,18.87204859,6282
uniform,10000,0,45.0381842,6283
weibull,1000,0.634445128,,6284
binomial,1000,83,0.541257123,6285
poisson,10000,81,,6286
weibull,100000,0.428015481,,6287
poisson,100000,86,,6288
poisson,100000,58,,6289
normal,1000,36.56110878,41.94920261,6290
uniform,100000,0,7.061879053,6291
uniform,10000,0,37.04507677,6292
binomial,1000,74,0.385906477,6293
uniform,100000,0,5.229404754,6294
normal,100000,91.33878511,1.916017185,6295
weibull,100000,0.73169369,,6296
poisson,1000,51,,6297
uniform,100000,0,7.695032014,6298
uniform,10000,0,28.52266815,6299
poisson,1000,80,,6300
binomial,100000,545,0.702258658,6301
normal,100000,58.88631643,16.52126293,6302
binomial,100000,658,0.256009713,6303
binomial,10000,693,0.602308692,6304
binomial,100000,105,0.514399493,6305
binomial,10000,106,0.502498368,6306
uniform,100000,0,26.65209067,6307
uniform,100000,0,31.43563128,6308
weibull,100000,0.0438051,,6309
binomial,1000,209,0.227645624,6310
poisson,10000,6,,6311
poisson,1000,39,,6312
weibull,100000,0.336675239,,6313
weibull,1000,0.175045588,,6314
uniform,1000,0,22.0953646,6315
weibull,100000,0.741605811,,6316
weibull,1000,0.789725159,,6317
normal,1000,13.27916456,18.5007443,6318
weibull,1000,0.645306229,,6319
binomial,1000,193,0.526114012,6320
poisson,10000,2,,6321
uniform,10000,0,39.53429985,6322
normal,100000,62.38271287,33.29186717,6323
normal,1000,13.55755028,41.03570838,6324
binomial,1000,930,0.256464482,6325
binomial,100000,685,0.055982686,6326
weibull,100000,0.157487228,,6327
uniform,10000,0,35.82460586,6328
uniform,100000,0,28.13451763,6329
normal,1000,57.06150248,3.234531623,6330
weibull,100000,0.055705181,,6331
poisson,10000,44,,6332
poisson,100000,34,,6333
uniform,1000,0,9.164537185,6334
uniform,1000,0,39.08718356,6335
normal,100000,19.79238737,18.40829759,6336
uniform,100000,0,11.94432406,6337
normal,10000,57.56701095,1.051664974,6338
binomial,1000,695,0.686281271,6339
normal,100000,49.91517429,12.239355,6340
weibull,1000,0.976685846,,6341
binomial,10000,907,0.843201025,6342
binomial,100000,301,0.230093955,6343
normal,1000,18.93832727,24.7854337,6344
weibull,10000,0.848343454,,6345
uniform,1000,0,38.10219057,6346
binomial,1000,81,0.817665576,6347
normal,10000,22.38770294,29.95955561,6348
weibull,1000,0.719631616,,6349
weibull,100000,0.037432843,,6350
normal,1000,5.671319426,27.72075957,6351
normal,100000,66.77643886,24.01230425,6352
uniform,1000,0,44.12474119,6353
weibull,100000,0.122154549,,6354
weibull,1000,0.545784478,,6355
uniform,1000,0,27.14046778,6356
poisson,100000,26,,6357
normal,100000,79.85034614,33.5697327,6358
binomial,10000,824,0.454751424,6359
normal,10000,79.69509699,24.04729416,6360
poisson,1000,27,,6361
weibull,1000,0.496899587,,6362
poisson,100000,1,,6363
poisson,1000,18,,6364
poisson,100000,63,,6365
weibull,10000,0.30568789,,6366
normal,100000,91.49020586,25.26517388,6367
poisson,100000,70,,6368
weibull,100000,0.342525262,,6369
poisson,100000,82,,6370
normal,10000,96.82154376,32.37731094,6371
uniform,1000,0,20.24557126,6372
normal,100000,79.68575253,43.76193658,6373
weibull,1000,0.445814355,,6374
normal,100000,10.09501311,28.58279307,6375
normal,10000,7.237916842,3.91779024,6376
normal,10000,13.06981306,22.86509279,6377
poisson,1000,44,,6378
normal,100000,6.978235713,22.99132302,6379
weibull,1000,0.926812692,,6380
binomial,100000,22,0.190252322,6381
uniform,1000,0,20.60819245,6382
normal,1000,76.0568318,43.78585597,6383
binomial,1000,118,0.742211873,6384
binomial,100000,895,0.989076712,6385
uniform,1000,0,8.251066799,6386
uniform,10000,0,9.048055247,6387
weibull,10000,0.048632114,,6388
poisson,100000,32,,6389
normal,10000,81.58459284,17.42064576,6390
normal,1000,73.7592593,29.58829323,6391
uniform,1000,0,14.98879699,6392
uniform,1000,0,33.7075958,6393
normal,10000,31.5871724,11.80664046,6394
uniform,100000,0,10.3358379,6395
binomial,10000,527,0.959117756,6396
normal,1000,61.35727532,4.172697026,6397
uniform,10000,0,25.20178744,6398
uniform,100000,0,41.85845782,6399
normal,10000,84.20377695,17.97184505,6400
binomial,100000,653,0.046092269,6401
weibull,100000,0.02663782,,6402
binomial,10000,189,0.581718765,6403
weibull,100000,0.654731206,,6404
uniform,100000,0,37.17779763,6405
poisson,10000,62,,6406
binomial,100000,172,0.526723953,6407
normal,10000,29.20625917,24.8979651,6408
binomial,1000,64,0.778740565,6409
normal,10000,52.83597941,44.73914663,6410
binomial,10000,12,0.482143584,6411
binomial,1000,972,0.678955483,6412
weibull,10000,0.117448543,,6413
weibull,100000,0.516777323,,6414
normal,1000,9.832849805,7.308376531,6415
poisson,10000,1,,6416
normal,100000,62.25730769,42.67459149,6417
poisson,100000,12,,6418
binomial,10000,285,0.639840633,6419
poisson,100000,21,,6420
normal,10000,98.53185377,21.4327905,6421
poisson,1000,2,,6422
binomial,10000,556,0.424399549,6423
normal,1000,77.67027903,12.69411118,6424
uniform,100000,0,13.53989101,6425
normal,100000,58.61402814,8.736204721,6426
poisson,100000,60,,6427
weibull,1000,0.13218212,,6428
poisson,1000,59,,6429
binomial,1000,66,0.40699586,6430
uniform,100000,0,34.72779372,6431
uniform,100000,0,37.85016638,6432
normal,1000,6.211175573,12.51310668,6433
binomial,1000,729,0.265397283,6434
binomial,1000,204,0.836279544,6435
normal,10000,13.61139703,18.57883149,6436
weibull,1000,0.77676536,,6437
weibull,100000,0.227681887,,6438
binomial,1000,575,0.919026299,6439
binomial,100000,151,0.443566336,6440
normal,1000,92.08241349,33.6894779,6441
weibull,10000,0.194410994,,6442
uniform,100000,0,48.37402056,6443
binomial,10000,187,0.638804424,6444
binomial,1000,273,0.95708308,6445
normal,100000,63.56396718,23.50816137,6446
normal,100000,43.73389009,7.703727802,6447
normal,1000,76.44409245,46.64207424,6448
normal,100000,63.75170317,37.68182053,6449
uniform,1000,0,36.36290767,6450
poisson,1000,82,,6451
weibull,10000,0.964123027,,6452
poisson,1000,55,,6453
uniform,10000,0,14.69693238,6454
normal,1000,8.598466769,33.79567907,6455
binomial,10000,481,0.870042391,6456
uniform,100000,0,33.72438967,6457
normal,10000,88.61181498,18.78777916,6458
binomial,1000,775,0.831302711,6459
binomial,10000,15,0.229731816,6460
binomial,100000,138,0.172154124,6461
uniform,1000,0,33.97682073,6462
uniform,100000,0,9.633071912,6463
uniform,10000,0,30.29139401,6464
normal,10000,49.20593039,30.6366949,6465
normal,1000,84.95133955,29.27310728,6466
normal,1000,83.43984273,47.24702926,6467
uniform,100000,0,8.414602673,6468
uniform,10000,0,27.77011947,6469
binomial,100000,700,0.518138234,6470
poisson,1000,46,,6471
uniform,100000,0,38.11544256,6472
poisson,10000,93,,6473
binomial,100000,648,0.053775662,6474
uniform,10000,0,24.26257315,6475
weibull,100000,0.667921844,,6476
normal,100000,81.52103441,45.74222501,6477
weibull,10000,0.684581198,,6478
binomial,100000,170,0.24293036,6479
weibull,10000,0.880951555,,6480
poisson,100000,60,,6481
weibull,10000,0.813808132,,6482
binomial,10000,286,0.13835655,6483
weibull,1000,0.888682506,,6484
normal,10000,36.25968492,16.50542414,6485
binomial,10000,637,0.331873397,6486
weibull,100000,0.838442986,,6487
weibull,1000,0.509803476,,6488
poisson,100000,32,,6489
normal,1000,37.20490229,24.23404317,6490
normal,1000,16.4830031,39.63304929,6491
normal,100000,25.70957719,14.64578955,6492
normal,100000,79.60154917,18.22458313,6493
normal,1000,98.97122449,10.08989588,6494
uniform,100000,0,32.46381578,6495
weibull,100000,0.028250559,,6496
poisson,1000,75,,6497
uniform,1000,0,21.61995096,6498
binomial,10000,181,0.749980945,6499
normal,10000,75.43658728,38.00875605,6500
binomial,10000,992,0.427928747,6501
weibull,100000,0.522908292,,6502
poisson,1000,36,,6503
normal,10000,79.09728868,30.84089488,6504
uniform,100000,0,9.391298244,6505
uniform,1000,0,21.07178041,6506
weibull,10000,0.938602539,,6507
normal,1000,45.66729411,25.52533304,6508
poisson,1000,85,,6509
poisson,10000,65,,6510
poisson,1000,25,,6511
normal,100000,77.08814794,10.31488171,6512
uniform,100000,0,6.743424735,6513
uniform,10000,0,28.72298652,6514
poisson,10000,36,,6515
uniform,100000,0,29.60721285,6516
poisson,100000,92,,6517
weibull,10000,0.017933451,,6518
uniform,100000,0,15.40919975,6519
weibull,100000,0.299464598,,6520
uniform,1000,0,7.216392238,6521
binomial,100000,210,0.386644803,6522
weibull,100000,0.518024117,,6523
poisson,10000,61,,6524
poisson,10000,77,,6525
weibull,10000,0.369819486,,6526
binomial,10000,354,0.16823501,6527
binomial,1000,453,0.214164623,6528
binomial,100000,569,0.590323509,6529
weibull,100000,0.461794463,,6530
uniform,10000,0,25.44612945,6531
uniform,100000,0,16.90210224,6532
weibull,1000,0.48521523,,6533
uniform,10000,0,1.775606876,6534
uniform,10000,0,38.25856927,6535
uniform,1000,0,2.596195006,6536
poisson,1000,98,,6537
poisson,10000,81,,6538
binomial,10000,515,0.661506139,6539
binomial,1000,761,0.530330095,6540
poisson,100000,75,,6541
uniform,100000,0,12.96305067,6542
uniform,10000,0,21.0646611,6543
uniform,1000,0,43.0838113,6544
normal,1000,14.83809813,12.04948414,6545
binomial,10000,504,0.580594942,6546
normal,1000,51.84358548,48.40649746,6547
poisson,10000,54,,6548
normal,100000,66.25767735,49.87017586,6549
poisson,1000,33,,6550
uniform,100000,0,35.55644122,6551
normal,100000,43.28684517,40.85491047,6552
weibull,1000,0.152868494,,6553
uniform,1000,0,47.15041486,6554
poisson,100000,88,,6555
binomial,10000,188,0.319917455,6556
binomial,100000,341,0.171403538,6557
binomial,10000,954,0.711248967,6558
uniform,10000,0,27.71956703,6559
uniform,1000,0,17.84062526,6560
binomial,10000,11,0.418634201,6561
uniform,1000,0,10.80310729,6562
uniform,10000,0,40.36782964,6563
weibull,10000,0.934250553,,6564
poisson,100000,35,,6565
binomial,10000,345,0.291315653,6566
poisson,10000,31,,6567
binomial,1000,637,0.994498321,6568
uniform,1000,0,4.085853088,6569
uniform,1000,0,20.40072525,6570
normal,10000,73.42880981,0.689376446,6571
normal,100000,58.99236142,35.59360393,6572
weibull,1000,0.134934841,,6573
poisson,10000,47,,6574
uniform,1000,0,42.75906374,6575
normal,100000,27.12213068,30.17252653,6576
uniform,10000,0,43.73378712,6577
poisson,10000,6,,6578
weibull,1000,0.676694053,,6579
weibull,1000,0.398878773,,6580
weibull,1000,0.560291112,,6581
binomial,100000,380,0.727366772,6582
weibull,1000,0.340557683,,6583
poisson,100000,10,,6584
normal,1000,75.67919748,44.94904133,6585
weibull,1000,0.922900113,,6586
uniform,1000,0,42.58107401,6587
binomial,1000,920,0.80472942,6588
